statistic_yyy,district_code,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
統計年,區域別代碼,區域別,村里名稱,總計,博畢_男,博畢_女,博肄_男,博肄_女,碩畢_男,碩畢_女,碩肄_男,碩肄_女,大畢_男,大畢_女,大肄_男,大肄_女,二畢_男,二畢_女,二肄_男,二肄_女,後二畢_男,後二畢_女,後二肄_男,後二肄_女,高畢_男,高畢_女,高肄_男,高肄_女,職畢_男,職畢_女,職肄_男,職肄_女,前三肄_男,前三肄_女,國畢_男,國畢_女,國肄_男,國肄_女,初畢_男,初畢_女,初肄_男,初肄_女,小畢_男,小畢_女,小肄_男,小肄_女,自修_男,自修_女,不識_男,不識_女
108,65000010113,新北市板橋區,成和里,6169,12,3,4,5,181,109,46,35,623,762,218,221,208,246,47,31,99,125,17,8,216,207,119,103,523,537,155,119,19,16,273,293,44,32,3,0,0,3,153,270,11,31,3,5,4,30
108,65000010114,新北市板橋區,光榮里,2376,7,2,6,4,79,50,17,9,248,293,77,62,76,70,11,7,65,47,7,3,105,75,35,22,208,189,42,29,4,4,103,127,16,11,5,1,1,0,71,153,4,13,0,6,0,12
108,65000010115,新北市板橋區,民安里,1868,7,1,3,1,65,57,18,12,203,254,70,54,46,75,10,5,56,56,2,2,58,63,34,27,157,155,16,18,4,5,65,76,7,15,2,2,0,0,43,98,3,7,1,6,1,8
108,65000010116,新北市板橋區,陽明里,2517,7,1,3,0,83,50,21,11,265,305,91,63,78,67,12,11,64,68,2,3,65,98,32,33,190,185,52,17,6,10,123,139,13,22,2,4,0,2,106,170,3,18,1,2,3,16
108,65000010117,新北市板橋區,朝陽里,3096,4,4,1,1,69,41,26,13,280,313,80,77,72,86,21,10,69,64,5,5,108,97,38,37,216,261,79,57,8,11,192,262,21,22,2,2,1,0,151,224,10,24,1,7,2,22
108,65000010118,新北市板橋區,松柏里,2084,3,0,2,1,79,39,12,13,204,204,69,61,62,84,12,13,41,36,3,6,51,47,28,26,161,169,53,44,3,13,124,122,20,11,3,1,1,0,78,152,7,11,1,3,1,10
108,65000010119,新北市板橋區,文聖里,3592,7,0,2,2,108,60,30,21,357,410,133,105,105,112,30,17,88,77,7,5,94,90,57,49,239,289,81,48,7,7,227,263,24,29,0,3,2,1,114,242,5,13,2,5,3,22
108,65000010120,新北市板橋區,居仁里,3298,6,4,7,3,111,76,24,27,355,407,109,101,89,99,24,18,81,60,4,5,108,85,44,37,252,260,75,40,10,7,165,215,21,23,4,1,0,1,113,168,11,13,0,10,0,25
108,65000010121,新北市板橋區,莊敬里,3678,8,4,5,1,179,140,34,34,427,498,134,116,83,145,21,17,92,101,6,3,95,107,78,69,214,269,73,50,8,17,145,176,21,23,1,3,0,3,81,145,6,16,1,4,0,25
108,65000010122,新北市板橋區,東安里,2158,6,0,6,2,57,44,16,10,185,216,50,61,68,71,13,1,46,37,2,7,52,55,41,32,204,181,60,38,11,16,113,140,19,21,3,4,1,2,86,133,12,12,0,6,0,18
108,65000010123,新北市板橋區,五權里,3743,4,1,4,0,98,48,28,14,366,356,123,99,105,134,15,18,98,53,9,5,136,119,49,49,291,287,94,60,12,16,214,272,35,24,1,1,0,0,154,285,10,22,1,4,1,28
108,65000010124,新北市板橋區,溪福里,12809,20,8,12,6,349,222,120,65,1222,1424,553,526,431,467,98,56,253,245,29,15,412,409,231,189,1105,1253,343,215,34,48,625,693,69,79,5,10,1,0,305,536,14,56,3,9,7,37
108,65000010125,新北市板橋區,大觀里,3342,3,1,1,1,55,39,18,18,300,345,113,99,80,86,30,14,50,44,10,1,106,107,37,41,288,300,77,53,6,12,250,323,28,17,1,0,0,0,149,186,5,19,0,6,0,23
108,65000010126,新北市板橋區,歡園里,1150,0,0,0,0,17,11,5,1,75,99,35,34,30,30,6,3,16,14,2,1,45,36,18,19,117,95,24,20,1,1,121,83,3,6,0,0,0,1,66,88,8,5,0,2,4,8
108,65000020001,新北市三重區,大有里,4930,5,2,7,3,127,82,31,21,522,560,157,151,124,148,38,13,105,81,4,4,154,126,61,53,396,451,137,81,7,10,337,374,28,22,5,4,2,1,171,261,6,23,2,5,3,25
108,65000020002,新北市三重區,二重里,1478,0,1,0,0,25,15,14,11,138,141,41,57,33,29,10,7,15,26,3,0,33,37,17,16,158,112,42,32,3,0,134,129,3,10,5,0,1,0,57,96,4,8,1,2,1,11
108,65000020003,新北市三重區,頂崁里,2105,0,0,0,0,43,20,14,7,200,233,76,74,54,59,16,10,45,32,1,0,61,57,27,27,208,170,46,32,4,2,163,168,14,9,3,3,1,0,82,118,2,10,0,2,2,10
108,65000020004,新北市三重區,谷王里,887,1,0,1,0,24,9,5,4,75,72,30,27,24,23,6,3,24,11,4,0,44,26,12,7,64,74,22,11,1,2,62,53,7,4,1,0,1,0,52,82,3,4,0,1,0,11
108,65000020005,新北市三重區,中興里,3661,3,4,4,1,100,67,25,26,363,421,141,117,99,103,24,16,77,85,5,3,111,104,61,37,302,285,75,50,5,5,234,240,22,9,7,6,0,0,163,206,8,24,0,3,4,16
108,65000020006,新北市三重區,德厚里,355,0,0,1,0,3,4,1,0,21,30,11,9,10,9,0,0,8,3,1,2,14,12,5,6,27,28,11,8,0,0,35,33,2,3,0,0,0,0,14,29,3,4,0,0,1,7
108,65000020007,新北市三重區,成功里,5712,11,2,9,2,205,140,54,38,642,747,231,185,176,235,35,25,153,115,9,8,159,183,96,97,416,510,118,77,13,9,195,280,32,34,8,3,2,0,135,256,8,27,2,6,3,21
108,65000020008,新北市三重區,福祉里,4988,12,7,5,4,203,141,37,34,581,664,199,143,139,176,22,30,118,104,8,3,155,146,82,73,329,413,87,69,7,6,223,295,27,28,4,6,1,0,119,236,9,21,1,9,1,11
108,65000020009,新北市三重區,福民里,3181,6,2,1,1,73,42,18,17,305,365,112,91,89,86,27,13,77,49,4,4,99,92,41,31,274,267,64,60,4,6,198,240,27,10,2,5,1,0,125,191,11,15,2,2,4,28
108,65000020010,新北市三重區,過田里,8970,12,4,10,4,204,126,55,37,692,724,264,237,205,263,53,31,244,171,18,8,404,251,168,122,837,697,314,156,11,20,1005,605,81,67,10,6,4,1,345,368,37,38,4,5,15,37
108,65000020011,新北市三重區,錦田里,1943,0,2,1,0,49,31,15,8,195,216,70,56,61,55,12,8,48,28,2,2,72,64,18,40,170,168,58,26,0,7,112,113,11,10,2,2,0,0,65,121,0,7,1,6,2,9
108,65000020012,新北市三重區,重明里,3325,9,4,4,2,128,84,24,20,369,402,114,124,98,105,16,10,85,89,9,4,110,86,53,42,227,280,72,40,6,7,136,201,12,13,2,4,1,1,100,189,8,18,0,1,2,14
108,65000020013,新北市三重區,光田里,4090,15,3,7,3,123,76,32,29,431,458,144,117,108,156,25,20,109,104,5,7,132,102,53,54,297,346,92,51,7,8,203,223,18,23,11,9,0,0,159,274,8,14,0,7,2,25
108,65000020014,新北市三重區,光陽里,5929,10,1,4,2,186,119,50,42,674,636,232,204,203,198,53,28,146,128,8,5,198,191,71,85,434,488,116,68,5,13,305,377,36,30,6,5,3,2,164,311,11,36,5,4,1,35
108,65000020015,新北市三重區,田心里,3811,5,2,1,2,81,48,27,19,333,378,142,120,104,99,33,19,82,58,4,4,123,101,55,51,312,320,94,53,2,10,254,319,22,22,7,3,0,2,178,248,7,29,0,2,5,31
108,65000020016,新北市三重區,福田里,3237,1,1,4,1,94,53,30,11,341,341,120,84,76,77,31,10,90,61,5,2,91,81,39,42,281,265,92,49,1,3,211,282,16,19,8,4,0,0,97,176,6,17,2,3,3,16
108,65000020017,新北市三重區,田中里,5713,5,3,9,1,155,91,47,29,561,664,244,182,143,192,37,29,122,93,11,5,162,172,85,59,413,515,140,78,4,16,310,407,42,43,6,4,3,0,218,328,17,24,3,11,4,26
108,65000020018,新北市三重區,田安里,5777,10,3,8,2,161,104,45,33,541,610,200,173,160,190,28,31,132,94,9,4,184,188,94,64,460,553,128,93,5,14,356,419,28,35,6,11,0,2,185,317,14,29,1,9,3,41
108,65000020019,新北市三重區,三民里,3059,7,4,4,1,86,49,23,16,338,348,120,114,83,109,15,12,67,55,2,5,87,85,52,27,253,249,59,53,4,8,170,215,21,10,3,4,1,1,94,161,7,14,0,6,1,16
108,65000020020,新北市三重區,光明里,6807,22,10,10,4,245,153,54,44,742,816,250,228,169,250,43,31,144,155,13,5,228,220,120,109,498,563,154,102,8,17,342,392,38,34,7,12,1,3,175,310,12,30,2,5,6,31
108,65000020021,新北市三重區,光正里,2376,10,5,5,1,116,72,28,17,281,318,74,78,76,80,19,6,63,69,4,2,71,88,32,39,149,179,45,23,2,4,100,104,11,12,2,3,0,0,59,93,5,19,0,3,0,9
108,65000020022,新北市三重區,同安里,1340,3,0,0,0,22,12,9,7,95,117,43,29,39,33,5,9,12,13,5,0,52,41,18,13,108,132,49,24,1,6,136,114,9,10,3,1,0,0,55,72,8,16,3,3,2,11
108,65000020023,新北市三重區,同慶里,1664,6,1,2,2,47,27,10,11,188,201,46,54,33,48,8,6,27,43,1,3,65,48,23,18,122,127,41,25,1,4,107,109,12,5,2,1,0,1,48,86,10,22,1,3,1,18
108,65000020024,新北市三重區,菜寮里,2052,5,2,1,2,58,34,14,18,167,220,64,53,60,58,14,8,48,28,4,2,74,67,20,21,167,171,58,42,2,2,129,152,11,10,2,3,3,0,68,151,0,21,2,2,3,11
108,65000020025,新北市三重區,永春里,1770,3,1,2,0,41,24,5,10,176,184,59,63,63,46,17,13,37,36,1,0,53,50,18,19,142,156,44,15,2,4,112,128,7,12,3,2,0,0,69,105,7,23,0,4,1,13
108,65000020026,新北市三重區,中正里,1334,4,1,0,0,36,18,9,5,120,128,44,38,33,38,7,5,27,19,2,1,39,37,20,12,111,109,38,27,5,3,90,86,15,10,2,2,1,0,51,112,3,14,0,1,1,10
108,65000020027,新北市三重區,吉利里,1334,1,0,3,0,37,19,13,3,121,135,43,30,42,43,10,5,39,21,1,2,33,39,16,9,107,115,30,19,4,2,84,113,14,12,2,1,1,0,50,70,8,19,0,4,0,14
108,65000020028,新北市三重區,大同里,1898,3,2,3,1,59,31,12,8,204,209,76,66,44,66,12,7,55,49,3,2,54,62,23,24,145,163,39,37,1,5,92,125,14,8,1,2,0,1,57,100,5,14,0,0,1,13
108,65000020029,新北市三重區,中民里,1196,0,1,0,0,24,10,7,6,109,117,43,32,36,33,4,10,18,10,1,0,33,28,11,7,103,85,38,25,1,1,105,94,8,10,4,1,3,0,52,95,3,9,1,5,1,12
108,65000020030,新北市三重區,平和里,1421,2,1,0,0,17,15,3,1,100,110,37,38,36,41,14,6,31,16,2,2,41,36,14,9,152,127,43,32,2,4,129,105,9,5,1,0,1,0,69,113,6,18,1,1,13,18
108,65000020031,新北市三重區,大安里,1572,0,0,3,1,21,8,8,11,141,134,57,53,40,53,6,2,30,18,2,1,45,50,18,20,147,135,48,39,1,6,122,107,11,12,3,1,1,0,63,125,5,14,0,0,0,10
108,65000020032,新北市三重區,仁德里,1879,0,0,1,0,51,30,10,6,141,176,57,50,35,50,13,8,41,19,4,4,64,47,22,11,166,160,50,30,4,0,150,149,13,12,3,2,2,1,105,158,5,17,0,0,1,11
108,65000020033,新北市三重區,忠孝里,1716,2,1,0,1,32,20,18,5,161,169,52,52,37,55,14,15,29,29,2,3,59,68,22,21,160,139,46,20,0,2,112,115,6,12,0,1,2,0,76,120,3,13,1,4,3,14
108,65000020034,新北市三重區,仁義里,1152,0,1,0,0,24,13,5,5,74,123,45,36,27,41,8,4,23,13,1,2,32,32,13,9,123,103,44,22,3,3,78,74,12,7,1,1,0,0,41,77,4,12,1,0,2,13
108,65000020035,新北市三重區,光榮里,1370,1,0,3,0,34,28,8,7,164,151,38,44,25,36,10,8,34,21,2,0,42,35,27,18,101,111,25,26,3,2,91,101,9,9,3,2,1,1,44,87,1,3,0,1,2,11
108,65000020036,新北市三重區,光輝里,1410,3,0,2,1,32,17,3,6,143,142,50,33,34,33,8,8,34,24,2,2,31,30,17,14,123,121,37,29,2,3,110,124,5,7,1,1,0,0,53,99,3,7,0,2,0,14
108,65000020037,新北市三重區,福星里,1101,4,1,3,1,50,37,12,6,114,140,35,28,21,30,6,5,21,16,3,2,35,36,16,14,86,113,19,9,1,2,44,65,6,5,1,1,0,0,32,68,2,8,0,1,0,2
108,65000020038,新北市三重區,福利里,2139,6,5,0,1,73,43,22,19,225,277,85,82,44,79,11,8,54,47,3,2,61,93,29,25,164,218,26,24,1,1,105,120,10,6,2,4,0,0,50,89,5,4,1,3,0,12
108,65000020039,新北市三重區,清和里,3700,10,6,7,1,140,80,30,20,378,455,135,113,122,149,12,17,103,84,6,5,117,124,45,60,264,343,68,51,8,10,168,213,23,21,7,4,0,0,85,181,6,18,0,2,1,8
108,65000020040,新北市三重區,永興里,1242,3,2,0,1,24,15,16,10,114,117,42,34,33,47,7,5,34,26,3,2,33,41,11,13,121,152,21,20,1,1,67,80,6,10,3,2,1,0,36,69,2,7,1,1,1,7
108,65000020041,新北市三重區,中山里,2559,6,0,4,2,89,46,19,14,284,319,98,93,75,76,13,13,84,53,4,2,77,60,36,29,162,209,63,30,6,1,117,160,12,16,3,2,1,1,82,161,4,15,0,1,1,16
108,65000020042,新北市三重區,大園里,2568,4,3,4,2,69,42,17,15,223,253,97,82,70,73,11,16,50,42,4,5,77,88,28,34,233,210,84,41,1,4,159,174,11,14,2,5,1,1,112,165,5,19,0,2,0,16
108,65000020043,新北市三重區,國隆里,2517,0,1,0,0,67,46,18,13,252,282,93,82,75,78,13,14,63,56,5,1,70,63,44,21,202,235,46,37,6,5,148,162,19,12,2,2,0,1,76,160,3,19,0,3,0,22
108,65000020044,新北市三重區,重陽里,3327,8,0,7,1,79,53,24,17,338,347,126,106,86,89,24,14,89,53,3,2,108,86,45,50,249,281,84,49,4,10,203,247,22,23,4,4,0,1,117,213,7,20,1,5,6,22
108,65000020045,新北市三重區,民生里,3930,2,1,3,1,77,45,28,13,331,378,126,132,107,136,22,23,71,63,8,4,131,97,77,53,299,348,110,66,4,11,299,289,24,28,1,6,3,0,172,278,10,31,0,7,2,13
108,65000020046,新北市三重區,重新里,1337,2,0,2,0,32,20,6,9,123,150,53,31,34,35,8,3,24,26,3,1,58,30,19,21,95,127,35,13,3,0,78,98,18,4,2,3,0,0,47,96,7,8,0,2,3,8
108,65000020047,新北市三重區,正德里,1086,2,1,1,0,29,12,9,8,94,100,33,34,35,21,4,9,20,20,1,1,42,39,23,16,80,79,27,21,1,3,75,77,3,6,2,4,0,1,50,83,4,9,0,2,1,4
108,65000020048,新北市三重區,正義里,1664,3,1,1,0,42,26,12,8,176,185,63,45,55,57,7,9,43,31,2,2,58,50,26,13,128,132,32,25,1,4,92,107,10,7,3,1,0,0,77,107,3,10,1,0,0,9
108,65000020049,新北市三重區,正安里,1837,1,4,4,0,42,30,10,12,173,184,59,51,39,59,11,15,52,28,2,4,65,54,18,17,155,161,36,43,1,3,121,127,15,11,4,1,0,0,69,126,2,10,0,3,2,13
108,65000020050,新北市三重區,自強里,1685,0,1,0,0,30,10,6,2,148,169,53,51,58,50,12,13,34,22,0,0,58,41,23,22,127,130,42,28,1,5,138,132,11,15,1,0,0,2,77,147,5,9,1,2,1,8
108,65000020051,新北市三重區,文化里,2127,1,0,4,0,71,38,20,16,209,199,60,59,64,55,7,13,64,36,3,4,73,70,21,19,175,184,35,30,5,4,133,122,13,11,6,3,1,1,87,176,7,17,0,3,0,8
108,65000020052,新北市三重區,中央里,1688,3,0,0,3,51,24,13,7,148,172,46,48,40,54,7,6,36,24,4,6,63,56,28,21,124,142,49,26,3,1,106,101,8,15,1,5,2,0,83,131,6,10,3,1,1,10
108,65000020053,新北市三重區,雙園里,904,0,0,1,0,18,11,5,5,69,93,28,24,18,24,6,8,28,14,1,0,34,30,11,7,78,87,34,15,2,3,66,60,6,2,0,1,1,0,31,64,6,5,0,2,0,6
108,65000020054,新北市三重區,錦通里,1417,4,0,2,0,21,14,6,9,112,119,36,47,23,31,15,10,38,22,2,0,44,46,18,15,134,139,35,14,1,1,95,101,14,13,2,1,1,1,67,141,3,12,1,1,1,5
108,65000020055,新北市三重區,錦安里,1758,2,0,1,0,33,29,12,11,148,163,56,60,51,48,12,14,38,33,1,0,52,44,26,19,160,149,31,32,5,3,95,129,18,17,2,0,3,0,75,142,5,18,0,6,3,12
108,65000020056,新北市三重區,長安里,2081,7,0,2,0,40,23,10,8,168,200,55,60,44,50,20,12,50,28,4,3,67,67,35,22,199,181,58,47,2,5,141,158,11,10,4,2,0,0,90,170,2,13,0,2,2,9
108,65000020057,新北市三重區,光華里,1996,4,2,1,2,57,36,13,10,199,240,67,58,41,63,15,9,46,32,4,0,71,70,15,20,155,190,51,32,4,4,111,132,13,7,1,3,1,1,65,125,2,7,1,0,3,13
108,65000020058,新北市三重區,長生里,850,2,0,1,1,21,13,5,2,81,89,40,25,17,25,3,2,19,20,1,0,27,21,9,14,73,85,25,9,1,0,43,52,10,7,1,0,0,1,30,66,0,4,0,1,0,4
108,65000020059,新北市三重區,開元里,1419,2,0,0,1,43,31,12,8,134,148,39,25,46,47,4,6,35,22,2,2,38,33,23,21,95,122,36,19,3,2,112,92,16,4,2,0,0,1,57,98,5,11,1,4,4,13
108,65000020060,新北市三重區,大德里,812,2,0,0,0,19,9,6,4,73,87,21,19,25,24,4,3,18,16,0,0,26,37,10,11,64,84,24,9,2,2,44,56,4,6,1,0,1,1,31,66,1,0,0,1,1,0
108,65000020061,新北市三重區,長元里,2324,4,2,2,0,44,29,8,9,211,202,76,58,47,60,15,15,42,31,4,3,67,70,42,22,191,188,78,44,6,6,207,195,14,12,5,0,0,0,103,165,10,24,0,1,0,12
108,65000020062,新北市三重區,長江里,1937,2,2,2,0,53,34,12,6,173,180,62,52,42,64,16,12,44,50,4,0,77,50,22,26,131,154,47,35,2,2,143,148,13,15,5,0,0,1,91,132,1,12,1,1,4,14
108,65000020063,新北市三重區,長泰里,2117,2,0,1,1,37,22,5,10,170,179,74,62,46,54,9,9,54,28,2,2,51,54,36,22,211,208,80,45,2,3,134,162,24,9,3,3,1,3,99,161,11,12,0,2,2,12
108,65000020064,新北市三重區,長福里,1465,3,0,0,0,28,24,13,5,105,134,42,41,35,56,6,10,26,18,2,1,49,39,21,21,138,123,34,32,0,1,110,126,16,9,3,0,0,3,68,95,4,5,1,2,3,13
108,65000020065,新北市三重區,介壽里,1106,3,2,1,0,26,14,3,10,97,122,34,31,26,29,5,5,27,16,5,2,41,30,19,12,82,100,24,22,2,0,82,75,4,8,0,0,0,0,47,89,1,3,0,1,1,5
108,65000020066,新北市三重區,萬壽里,1885,2,4,2,2,40,23,18,10,162,217,52,66,56,58,7,4,49,36,3,2,56,51,31,30,145,155,43,23,3,7,135,135,9,12,0,2,0,1,82,121,2,12,1,4,2,10
108,65000020067,新北市三重區,錦江里,2214,1,3,2,0,24,13,13,9,182,186,56,65,49,59,17,8,26,24,3,1,78,59,24,26,197,183,65,54,1,8,228,211,13,21,1,0,0,1,95,148,9,22,2,4,4,19
108,65000020068,新北市三重區,龍濱里,3092,5,1,2,1,60,42,20,10,270,301,116,98,70,90,21,19,61,42,5,2,102,78,43,34,236,258,92,67,4,6,252,265,23,16,2,0,2,0,105,189,14,22,2,6,4,34
108,65000020069,新北市三重區,龍門里,1761,3,1,4,0,34,20,12,8,158,186,62,61,32,53,6,10,35,27,3,1,56,62,20,17,153,135,60,36,1,4,125,127,8,10,1,0,0,0,73,120,6,9,3,3,0,16
108,65000020070,新北市三重區,秀江里,1228,4,0,1,0,19,16,10,4,103,101,38,45,38,36,11,5,30,16,2,1,23,30,13,12,92,89,31,27,1,2,114,108,11,11,0,1,2,0,55,98,6,9,0,1,2,10
108,65000020071,新北市三重區,奕壽里,1627,3,1,4,1,36,28,6,14,142,193,56,46,50,46,8,10,43,21,3,0,61,41,28,13,139,142,35,28,2,2,93,104,17,11,0,0,0,0,63,108,4,9,0,2,1,13
108,65000020072,新北市三重區,三安里,2492,4,3,2,1,61,51,17,12,231,266,75,64,63,78,12,13,55,44,4,2,88,70,29,23,208,205,61,42,3,2,152,200,14,10,2,3,0,1,90,192,2,16,0,5,4,12
108,65000020073,新北市三重區,福安里,2822,3,0,1,0,64,38,16,7,256,300,115,106,74,98,13,12,50,64,5,1,113,76,50,29,211,231,56,55,3,3,190,205,12,21,1,0,1,0,125,167,3,11,0,4,6,26
108,65000020074,新北市三重區,信安里,1868,1,0,3,0,73,31,16,9,191,220,59,54,48,55,18,14,46,33,8,1,55,59,16,19,128,152,35,30,4,5,109,136,17,9,1,1,0,0,63,120,0,12,1,1,2,13
108,65000020075,新北市三重區,安慶里,1943,2,0,3,1,41,22,13,6,155,183,58,75,42,55,17,14,33,35,5,3,78,67,29,15,137,142,51,24,2,5,138,170,12,13,2,1,1,1,89,160,8,16,1,2,3,13
108,65000020076,新北市三重區,幸福里,4325,8,2,5,1,106,70,31,29,381,404,154,134,122,140,20,21,100,73,7,5,136,127,61,51,388,380,104,80,6,11,296,312,26,35,5,3,1,2,150,270,5,23,4,8,1,27
108,65000020077,新北市三重區,六合里,3495,6,1,2,3,69,44,28,18,295,324,118,97,88,91,26,16,70,53,8,4,105,77,44,40,298,310,93,66,3,7,288,285,21,34,2,3,1,0,159,227,5,22,1,12,1,30
108,65000020078,新北市三重區,六福里,5139,4,3,4,1,124,73,24,28,504,557,191,143,121,164,35,35,104,73,6,3,168,181,77,62,398,405,144,101,4,17,397,475,36,36,4,3,0,1,146,229,7,27,1,2,0,21
108,65000020079,新北市三重區,順德里,2088,4,0,2,0,36,8,10,6,154,167,66,58,51,61,16,12,35,23,1,0,77,63,29,29,175,144,71,31,2,6,220,184,19,20,0,1,0,0,93,150,7,21,4,2,5,25
108,65000020080,新北市三重區,承德里,1709,5,0,2,0,33,14,7,10,142,134,60,51,42,45,8,10,31,29,1,2,60,49,34,22,136,105,50,36,4,4,137,149,14,11,0,0,0,0,90,128,5,12,2,11,2,22
108,65000020081,新北市三重區,瑞德里,2232,0,1,1,0,35,28,11,13,164,213,65,74,58,63,16,12,46,22,3,1,70,61,27,21,201,186,71,36,4,6,187,162,17,13,4,0,0,0,108,166,7,24,3,6,0,26
108,65000020082,新北市三重區,崇德里,3661,0,2,3,1,69,40,22,8,265,351,117,78,109,88,22,21,64,47,9,7,119,90,46,36,303,296,98,59,6,9,346,329,34,20,4,2,1,0,172,278,13,21,2,12,6,36
108,65000020083,新北市三重區,厚德里,3279,7,2,4,1,103,57,28,20,329,338,123,115,106,131,17,23,72,66,5,2,100,100,55,41,231,264,67,50,0,10,164,230,19,13,3,2,0,0,136,203,10,19,0,2,2,9
108,65000020084,新北市三重區,維德里,2633,3,2,2,0,60,35,12,12,238,267,76,88,71,69,17,8,52,38,4,2,96,83,31,32,200,218,76,47,7,3,181,236,21,29,5,1,0,0,111,173,6,9,1,3,1,7
108,65000020085,新北市三重區,尚德里,2828,5,2,7,2,61,45,14,16,241,311,91,100,74,77,23,12,51,47,6,1,85,90,31,41,227,218,51,42,3,5,208,214,24,25,2,1,1,1,128,190,8,22,0,6,1,18
108,65000020086,新北市三重區,培德里,3426,7,3,6,5,109,61,22,15,341,375,121,102,95,84,13,17,85,55,5,5,133,109,53,47,272,293,71,46,7,11,211,254,20,22,2,3,0,0,119,181,9,16,1,5,1,14
108,65000020087,新北市三重區,永德里,4559,5,2,2,4,90,61,23,16,383,436,155,146,128,146,19,22,81,56,2,3,164,142,63,65,367,371,151,72,10,6,341,383,28,24,3,2,2,0,170,314,11,47,1,7,5,30
108,65000020088,新北市三重區,永盛里,3026,5,0,2,1,47,39,25,15,276,289,94,91,80,96,19,14,56,31,3,5,81,63,45,38,248,276,96,72,4,5,212,250,20,20,5,2,1,0,127,214,6,30,1,3,2,17
108,65000020089,新北市三重區,永福里,4851,4,0,3,1,74,49,27,17,407,531,164,176,125,149,39,28,87,80,10,7,160,147,73,56,376,412,145,91,7,14,365,389,34,30,4,1,0,1,211,265,12,30,1,10,3,36
108,65000020090,新北市三重區,永清里,4912,7,1,3,1,115,57,31,36,419,506,185,158,90,166,47,28,89,67,11,6,140,125,78,54,365,408,131,92,11,15,385,457,30,32,2,4,2,0,186,289,11,33,2,9,1,27
108,65000020091,新北市三重區,永安里,3716,5,2,1,2,98,49,22,16,289,372,136,130,109,126,32,19,67,47,12,4,93,96,75,54,296,316,125,76,3,9,269,295,31,22,5,2,2,0,135,224,7,18,2,5,0,18
108,65000020092,新北市三重區,永煇里,2380,1,2,3,1,48,21,17,8,191,211,88,69,60,80,17,17,25,27,4,0,75,62,27,21,215,186,72,38,2,0,226,245,15,7,1,0,0,0,113,134,9,15,1,2,5,19
108,65000020093,新北市三重區,溪美里,7760,9,7,8,6,232,140,51,43,739,834,284,262,247,274,60,35,153,159,14,10,241,226,107,82,530,615,197,146,13,25,514,639,62,56,5,3,0,3,244,379,14,28,3,11,6,44
108,65000020094,新北市三重區,福隆里,4156,8,5,5,2,124,77,22,36,422,489,148,142,105,133,35,23,92,95,4,2,145,130,66,54,291,346,96,58,8,8,235,313,32,32,0,0,1,0,111,205,8,23,1,3,0,21
108,65000020095,新北市三重區,五常里,3853,2,1,4,0,57,46,15,15,333,375,133,122,96,110,26,22,75,65,9,7,118,86,60,40,330,320,114,66,11,20,308,337,22,21,1,2,0,1,167,224,11,26,5,15,2,33
108,65000020096,新北市三重區,五福里,3538,6,2,2,2,130,77,22,22,353,400,107,113,73,120,20,16,63,69,5,3,128,123,41,40,232,273,95,47,5,14,234,279,18,21,2,1,1,0,133,178,12,27,1,8,1,19
108,65000020097,新北市三重區,仁忠里,2932,3,1,1,2,43,28,17,12,206,242,75,74,76,93,30,14,35,44,7,2,104,86,39,25,226,224,107,61,4,8,279,314,22,20,1,0,0,0,151,191,9,27,2,4,2,21
108,65000020098,新北市三重區,慈福里,2083,1,0,2,1,30,23,18,13,171,172,77,45,40,49,10,13,26,30,2,1,74,55,30,20,172,153,81,39,6,1,189,195,9,14,2,1,0,0,105,154,9,19,2,10,1,18
108,65000020099,新北市三重區,慈生里,2126,1,0,1,1,38,16,6,11,190,186,50,63,59,64,10,8,35,26,7,1,76,55,26,25,166,174,61,26,5,5,162,171,23,11,1,0,1,0,114,177,10,25,3,6,2,28
